Part Type,ID,Operation,Date,Status
D,1018,Op1,10/08/2025 09:22 AM,Scrap
C,9826,Op1,05/07/2025 03:33 PM,Scrap
D,5404,Op1,08/18/2025 07:56 PM,Review
C,2397,Op4,06/16/2025 09:46 AM,Review
A,2335,Op3,06/25/2025 05:16 PM,Good
C,4121,Op2,08/09/2025 12:39 PM,Good
D,5806,Op4,09/05/2025 11:59 AM,Scrap
A,1437,Op1,01/30/2025 04:15 PM,Review
A,6689,Op3,10/07/2025 04:17 AM,Scrap
B,9853,Op2,02/14/2025 01:36 PM,Review
C,2514,Op2,04/17/2025 07:01 PM,Review
B,8900,Op4,03/19/2025 01:26 PM,Review
A,9582,Op4,05/27/2025 04:12 PM,Scrap
C,2064,Op1,05/08/2025 10:22 PM,Good
B,1427,Op1,03/22/2025 02:26 PM,Scrap
C,4086,Op2,01/02/2026 05:38 PM,Review
A,5333,Op1,03/27/2025 06:08 PM,Review
B,7877,Op2,10/13/2025 10:00 AM,Review
A,8737,Op2,11/23/2025 04:25 AM,Review
D,3844,Op2,04/22/2025 12:40 PM,Good
B,9516,Op4,05/12/2025 08:08 PM,Review
C,3776,Op3,03/06/2025 08:01 PM,Review
C,7569,Op4,11/19/2025 12:54 PM,Scrap
D,7581,Op3,05/10/2025 04:07 AM,Good
A,7324,Op3,01/02/2026 09:17 AM,Good
B,8942,Op3,09/22/2025 09:21 PM,Review
B,9050,Op2,06/21/2025 03:44 AM,Good
D,7874,Op1,06/17/2025 07:27 PM,Review
C,8995,Op4,06/18/2025 01:19 PM,Review
D,3868,Op1,03/01/2025 07:44 AM,Scrap
C,3480,Op3,06/17/2025 03:55 PM,Good
B,1526,Op4,01/16/2025 06:13 PM,Review
B,5181,Op1,02/07/2025 05:44 AM,Scrap
B,6937,Op4,02/14/2025 08:46 PM,Scrap
B,1345,Op1,12/20/2025 07:03 PM,Review
C,9523,Op1,06/01/2025 07:11 AM,Scrap
D,4465,Op2,12/08/2025 02:08 PM,Review
A,4076,Op4,03/19/2025 03:05 AM,Scrap
D,9968,Op4,08/27/2025 02:16 AM,Review
D,7443,Op1,10/28/2025 08:06 PM,Scrap
D,8348,Op3,09/09/2025 01:04 PM,Review
A,5896,Op2,07/24/2025 08:49 PM,Scrap
D,6670,Op2,09/01/2025 05:47 PM,Scrap
C,5166,Op3,01/24/2025 07:12 PM,Good
A,8292,Op1,04/06/2025 08:17 PM,Scrap
A,6745,Op1,03/26/2025 10:53 AM,Review
D,8464,Op1,07/13/2025 11:53 PM,Good
C,3818,Op3,12/09/2025 03:32 AM,Review
D,6485,Op3,07/08/2025 05:22 AM,Review
A,5949,Op2,01/31/2025 08:12 AM,Review
D,7432,Op2,12/05/2025 08:41 AM,Scrap
C,7114,Op2,03/21/2025 06:12 PM,Review
B,6427,Op3,03/06/2025 03:45 AM,Review
A,6470,Op1,09/07/2025 11:15 AM,Scrap
B,9702,Op2,08/01/2025 06:42 PM,Review
B,5284,Op4,02/11/2025 05:06 AM,Review
D,8897,Op1,02/10/2025 04:57 PM,Scrap
C,5550,Op4,02/18/2025 09:47 PM,Scrap
B,2784,Op4,02/07/2025 07:37 AM,Good
C,2833,Op3,05/06/2025 03:48 AM,Review
A,7323,Op2,04/23/2025 09:16 AM,Scrap
B,1980,Op4,07/25/2025 09:28 AM,Good
C,5647,Op1,11/18/2025 03:45 AM,Scrap
C,3754,Op3,01/07/2026 09:01 PM,Scrap
A,5552,Op1,03/22/2025 06:15 AM,Scrap
D,7685,Op3,11/06/2025 07:13 AM,Good
A,6711,Op4,01/20/2025 03:26 AM,Review
D,6712,Op4,06/19/2025 05:13 AM,Good
C,3616,Op2,06/11/2025 02:11 PM,Review
D,9870,Op2,11/26/2025 06:59 PM,Good
D,6593,Op2,08/14/2025 09:13 AM,Review
D,6535,Op2,09/01/2025 04:30 AM,Good
C,7726,Op2,07/27/2025 11:59 AM,Good
D,4933,Op2,12/26/2025 05:56 AM,Scrap
A,3385,Op1,04/03/2025 02:21 PM,Scrap
C,4057,Op4,06/10/2025 10:03 PM,Scrap
C,4151,Op2,11/25/2025 10:23 PM,Review
C,4402,Op3,02/27/2025 07:30 AM,Scrap
C,9275,Op1,12/25/2025 06:04 AM,Scrap
B,3052,Op1,06/10/2025 10:05 PM,Review
B,6355,Op4,07/13/2025 01:14 PM,Good
A,9204,Op1,02/26/2025 07:07 PM,Review
B,5849,Op1,02/11/2025 11:11 PM,Review
D,9852,Op2,05/05/2025 12:45 AM,Good
D,1165,Op4,11/01/2025 05:27 AM,Good
C,1579,Op3,04/05/2025 09:20 AM,Review
C,8804,Op3,12/16/2025 07:42 AM,Scrap
C,7976,Op3,10/10/2025 05:32 AM,Scrap
D,7438,Op4,11/17/2025 05:20 PM,Scrap
D,9541,Op3,06/21/2025 08:23 AM,Good
B,7849,Op3,01/19/2025 02:01 AM,Good
B,4021,Op4,04/05/2025 05:16 AM,Good
B,3998,Op3,08/03/2025 06:29 AM,Scrap
D,3025,Op4,10/19/2025 05:29 PM,Review
A,2928,Op2,08/19/2025 10:46 AM,Scrap
A,6786,Op1,02/17/2025 01:35 AM,Good
C,8146,Op3,08/08/2025 04:48 AM,Review
B,5523,Op4,09/27/2025 02:40 AM,Scrap
A,6125,Op4,05/01/2025 05:49 AM,Scrap
A,5011,Op2,08/11/2025 09:43 AM,Scrap
A,4982,Op4,06/25/2025 06:25 PM,Review
B,7702,Op2,08/25/2025 03:57 PM,Scrap
D,7416,Op4,04/22/2025 04:49 PM,Scrap
B,6783,Op1,06/18/2025 10:13 AM,Scrap
A,7220,Op2,05/20/2025 02:14 PM,Good
D,6576,Op3,11/12/2025 08:26 PM,Good
D,8513,Op1,02/21/2025 12:50 PM,Scrap
B,9188,Op4,09/02/2025 12:35 AM,Scrap
B,9948,Op3,05/16/2025 04:24 PM,Scrap
A,4009,Op1,03/15/2025 02:52 AM,Good
A,6682,Op3,07/19/2025 02:22 AM,Scrap
C,8441,Op3,09/20/2025 06:11 AM,Good
D,7051,Op4,07/20/2025 01:34 PM,Review
C,7053,Op3,11/26/2025 06:05 PM,Review
B,2714,Op2,08/07/2025 10:18 PM,Review
A,4325,Op3,06/22/2025 06:55 PM,Scrap
C,5816,Op4,07/12/2025 03:31 AM,Scrap
C,1847,Op2,07/08/2025 12:13 PM,Review
C,4613,Op1,05/29/2025 02:38 PM,Good
D,9203,Op4,06/12/2025 02:04 PM,Review
A,5704,Op3,01/24/2025 04:50 AM,Review
A,2865,Op3,03/29/2025 09:48 AM,Scrap
D,8785,Op1,11/26/2025 06:29 PM,Good
B,1144,Op2,10/22/2025 10:04 PM,Scrap
A,6803,Op3,05/21/2025 03:08 AM,Good
D,4528,Op4,09/06/2025 06:40 AM,Scrap
C,5192,Op4,01/19/2025 06:41 AM,Good
B,3050,Op1,11/06/2025 01:49 AM,Good
A,1386,Op2,01/20/2025 10:01 AM,Review
A,3875,Op2,07/19/2025 10:58 PM,Good
A,4412,Op4,01/18/2025 07:28 AM,Scrap
D,5399,Op2,08/04/2025 05:15 PM,Scrap
D,9236,Op2,10/20/2025 02:39 PM,Good
A,4922,Op1,07/25/2025 08:03 PM,Scrap
D,3046,Op1,12/12/2025 12:25 PM,Scrap
B,1385,Op2,10/04/2025 01:24 AM,Scrap
D,5618,Op2,08/16/2025 08:55 AM,Scrap
A,9270,Op4,12/23/2025 11:17 PM,Good
A,6564,Op2,03/28/2025 07:18 PM,Good
B,9081,Op1,07/05/2025 01:37 PM,Review
D,6888,Op3,03/16/2025 08:54 PM,Good
D,5517,Op3,03/09/2025 07:38 AM,Review
C,1935,Op3,01/28/2025 10:06 PM,Review
D,5089,Op4,07/08/2025 04:56 PM,Scrap
C,9620,Op2,04/21/2025 05:06 PM,Scrap
B,2500,Op4,02/07/2025 09:13 AM,Scrap
A,4916,Op2,06/15/2025 05:57 AM,Review
A,9069,Op1,10/19/2025 05:57 AM,Review
C,5917,Op3,06/28/2025 12:14 AM,Scrap
B,6346,Op4,10/16/2025 06:03 AM,Good
D,9782,Op4,03/04/2025 06:06 AM,Review
B,9207,Op3,12/31/2025 11:14 AM,Review
D,9958,Op2,07/17/2025 09:37 PM,Review
D,2266,Op4,03/05/2025 04:40 PM,Review
B,2898,Op4,01/21/2025 05:11 PM,Good
A,3406,Op1,09/15/2025 12:17 PM,Review
A,4220,Op2,06/27/2025 03:07 PM,Review
C,3724,Op2,02/24/2025 07:06 AM,Good
B,3696,Op3,09/09/2025 01:24 PM,Good
D,8462,Op2,08/10/2025 05:48 AM,Scrap
A,1002,Op1,08/09/2025 07:11 PM,Good
B,5261,Op3,07/19/2025 04:45 PM,Scrap
D,1879,Op1,05/21/2025 04:40 PM,Review
D,2973,Op2,10/31/2025 08:56 PM,Review
B,4799,Op3,07/20/2025 09:48 PM,Good
B,3540,Op1,05/22/2025 10:47 PM,Scrap
B,8142,Op3,08/01/2025 02:53 PM,Good
D,7500,Op1,09/14/2025 12:44 AM,Good
B,4688,Op2,01/30/2025 10:57 AM,Review
D,4977,Op1,07/22/2025 04:10 AM,Good
A,2238,Op4,02/28/2025 12:10 AM,Review
C,5363,Op4,01/20/2025 04:49 PM,Good
B,7044,Op3,11/16/2025 09:28 AM,Good
C,4706,Op1,08/26/2025 02:38 PM,Scrap
C,1221,Op3,01/25/2025 01:47 AM,Good
D,3943,Op3,05/02/2025 10:44 PM,Good
B,8871,Op2,10/30/2025 10:37 AM,Review
A,3536,Op1,04/30/2025 03:32 AM,Review
C,9154,Op2,07/12/2025 11:22 PM,Good
D,3853,Op2,11/15/2025 08:23 PM,Scrap
A,5322,Op3,03/23/2025 08:44 AM,Good
C,5563,Op2,09/20/2025 05:00 AM,Good
B,4078,Op2,02/19/2025 02:21 PM,Scrap
C,5159,Op4,07/29/2025 11:32 AM,Scrap
A,2878,Op3,04/12/2025 05:45 AM,Review
B,8367,Op2,01/03/2026 06:38 PM,Good
D,7090,Op2,03/02/2025 01:45 PM,Scrap
B,1093,Op2,02/19/2025 03:34 AM,Review
D,2346,Op4,03/10/2025 01:06 AM,Scrap
C,9371,Op1,09/12/2025 03:36 AM,Scrap
C,3537,Op4,05/12/2025 10:23 AM,Review
B,2309,Op1,04/29/2025 05:05 PM,Review
B,1254,Op2,09/21/2025 04:25 PM,Scrap
A,2837,Op4,10/17/2025 12:28 AM,Good
D,2807,Op4,12/22/2025 07:31 AM,Good
B,4059,Op1,08/18/2025 02:52 PM,Good
A,7269,Op1,09/30/2025 09:59 PM,Scrap
A,6706,Op1,07/15/2025 03:03 AM,Good
B,4000,Op2,12/04/2025 02:23 AM,Good
A,1805,Op4,06/08/2025 04:36 PM,Good
A,4336,Op1,04/03/2025 01:21 AM,Scrap
D,4134,Op4,11/16/2025 02:56 PM,Scrap
C,6425,Op2,11/20/2025 10:09 PM,Good
D,4940,Op2,09/02/2025 07:13 AM,Review
C,4241,Op2,09/10/2025 10:43 AM,Good
D,1074,Op1,10/16/2025 02:21 PM,Review
B,1968,Op4,01/24/2025 09:19 AM,Scrap
C,3256,Op2,12/13/2025 07:19 PM,Review
C,7850,Op2,11/22/2025 06:46 PM,Scrap
D,2976,Op4,11/11/2025 05:17 PM,Review
B,1819,Op2,07/02/2025 09:38 PM,Review
A,5391,Op1,01/09/2026 05:49 AM,Good
A,2783,Op3,12/07/2025 12:37 PM,Scrap
C,1237,Op4,03/12/2025 08:13 AM,Review
B,7327,Op3,06/15/2025 08:42 PM,Scrap
B,2755,Op4,07/20/2025 10:33 AM,Good
B,7834,Op2,07/08/2025 12:34 AM,Review
A,4428,Op2,07/24/2025 04:43 AM,Good
B,3239,Op2,09/16/2025 12:54 AM,Review
C,4957,Op2,03/22/2025 10:17 AM,Good
B,2549,Op1,09/21/2025 03:17 AM,Review
B,7428,Op2,11/19/2025 09:31 PM,Good
B,4323,Op4,01/24/2025 08:59 AM,Scrap
A,8381,Op2,03/28/2025 05:09 PM,Scrap
C,9341,Op4,09/30/2025 10:48 AM,Review
C,2384,Op3,06/07/2025 05:59 PM,Review
A,5887,Op4,06/01/2025 07:20 AM,Scrap
D,8786,Op4,02/02/2025 05:43 PM,Review
B,8267,Op3,01/31/2025 07:07 AM,Review
A,9276,Op4,01/12/2026 07:51 PM,Good
D,1891,Op3,04/27/2025 06:47 AM,Scrap
B,6889,Op1,05/22/2025 09:07 PM,Review
C,2288,Op3,10/12/2025 05:49 PM,Good
B,3301,Op1,03/02/2025 04:30 AM,Review
B,7469,Op3,08/15/2025 06:42 AM,Good
C,5138,Op4,08/21/2025 05:07 AM,Scrap
D,4723,Op2,06/10/2025 04:16 AM,Scrap
B,8302,Op3,05/20/2025 10:04 PM,Good
A,4523,Op2,06/19/2025 01:08 AM,Scrap
D,7698,Op2,05/09/2025 04:06 PM,Scrap
B,1748,Op1,09/26/2025 03:05 AM,Scrap
C,7993,Op4,02/23/2025 12:34 AM,Review
B,7811,Op2,02/26/2025 05:22 AM,Review
C,5362,Op2,12/24/2025 01:38 AM,Review
D,1290,Op3,06/21/2025 02:29 PM,Good
C,5501,Op2,11/27/2025 09:23 AM,Review
B,3456,Op3,11/03/2025 10:11 AM,Good
D,2250,Op4,09/24/2025 12:16 PM,Good
D,1287,Op3,09/23/2025 08:48 AM,Review
D,1317,Op2,09/30/2025 06:32 PM,Scrap
D,2012,Op4,08/07/2025 11:40 AM,Review
C,7681,Op3,09/30/2025 05:57 AM,Good
C,9305,Op1,10/03/2025 07:54 PM,Good
D,4583,Op3,09/15/2025 08:16 PM,Scrap
D,9166,Op3,04/02/2025 11:19 AM,Scrap
D,9402,Op4,12/20/2025 08:52 PM,Good
A,8081,Op3,04/11/2025 09:18 PM,Review
D,1616,Op3,10/31/2025 05:35 AM,Review
C,3240,Op1,03/19/2025 05:15 PM,Good
B,3341,Op4,10/01/2025 08:29 PM,Scrap
C,5502,Op4,12/24/2025 12:52 AM,Review
A,2885,Op3,10/29/2025 11:03 AM,Review
A,3173,Op1,06/29/2025 07:05 AM,Review
D,3974,Op2,03/07/2025 08:51 PM,Review
C,9234,Op2,01/22/2025 05:34 PM,Scrap
C,4171,Op4,10/24/2025 07:29 PM,Scrap
C,3908,Op3,10/24/2025 01:23 AM,Scrap
C,3577,Op2,03/07/2025 10:43 PM,Scrap
D,3764,Op2,05/25/2025 03:01 AM,Good
C,2553,Op1,07/06/2025 05:48 AM,Scrap
B,3499,Op2,09/13/2025 10:49 AM,Good
D,2217,Op2,06/08/2025 11:34 PM,Review
D,7150,Op4,10/26/2025 09:48 PM,Good
D,9664,Op1,07/03/2025 04:27 PM,Review
C,6607,Op2,02/04/2025 06:28 PM,Scrap
D,6188,Op4,12/26/2025 10:50 AM,Scrap
C,6095,Op1,09/01/2025 01:29 AM,Scrap
C,4478,Op2,09/29/2025 03:15 AM,Scrap
A,6945,Op2,12/23/2025 09:26 AM,Good
C,4193,Op4,06/16/2025 01:32 PM,Scrap
D,7289,Op4,10/04/2025 08:52 PM,Good
A,7276,Op2,10/28/2025 11:21 AM,Good
D,7680,Op3,01/19/2025 06:08 AM,Review
B,4467,Op4,12/07/2025 07:56 AM,Scrap
D,8442,Op1,03/11/2025 01:10 AM,Good
A,6170,Op1,01/15/2026 11:06 PM,Review
C,6149,Op2,04/17/2025 09:41 AM,Scrap
D,6004,Op4,06/04/2025 09:33 AM,Scrap
C,4509,Op2,09/22/2025 08:32 AM,Good
C,1252,Op2,11/28/2025 03:01 AM,Good
A,9211,Op3,05/15/2025 11:02 AM,Good
C,7937,Op3,12/18/2025 10:47 PM,Review
C,1216,Op4,01/04/2026 12:49 PM,Review
D,7078,Op1,09/22/2025 05:27 AM,Good
C,4010,Op4,07/09/2025 01:16 PM,Good
B,9165,Op3,03/12/2025 06:25 PM,Good
C,6887,Op1,02/11/2025 05:46 AM,Scrap
C,4404,Op4,01/04/2026 02:11 PM,Good
C,1403,Op4,05/15/2025 05:41 AM,Good
D,1421,Op4,08/04/2025 06:37 PM,Review
B,6164,Op4,07/03/2025 01:38 AM,Review
A,1046,Op3,09/02/2025 12:59 AM,Good
B,6054,Op4,07/22/2025 11:32 PM,Good
C,9171,Op2,12/28/2025 03:07 AM,Scrap
D,4126,Op2,05/01/2025 03:44 AM,Review
A,5770,Op4,12/27/2025 06:43 PM,Good
D,9445,Op2,10/03/2025 04:06 PM,Good
B,3454,Op1,12/17/2025 07:41 AM,Good
B,9793,Op1,06/15/2025 03:27 PM,Good
B,8955,Op1,06/29/2025 06:01 AM,Scrap
D,4836,Op2,07/13/2025 04:52 PM,Good
C,4238,Op1,07/29/2025 04:56 PM,Review
A,5203,Op1,07/08/2025 01:58 PM,Scrap
A,9294,Op3,05/09/2025 06:55 AM,Good
C,8356,Op3,01/30/2025 07:35 AM,Scrap
D,1854,Op4,03/04/2025 05:01 PM,Good
C,3788,Op3,03/30/2025 12:33 PM,Review
A,7607,Op4,05/12/2025 04:22 PM,Review
B,6714,Op1,02/22/2025 06:08 PM,Review
A,7662,Op1,02/12/2025 06:37 PM,Scrap
B,2085,Op2,12/09/2025 09:16 AM,Scrap
D,6529,Op2,03/17/2025 09:56 AM,Review
B,6121,Op2,04/19/2025 05:55 AM,Good
B,7326,Op3,12/19/2025 11:03 AM,Good
A,8751,Op2,07/05/2025 04:03 AM,Scrap
B,8521,Op3,03/13/2025 09:26 PM,Review
C,9477,Op1,10/21/2025 09:54 AM,Scrap
D,7798,Op1,06/06/2025 10:15 AM,Scrap
A,3125,Op3,11/20/2025 03:56 AM,Review
B,1449,Op1,03/10/2025 03:49 PM,Scrap
C,2913,Op1,05/29/2025 02:19 PM,Scrap
C,2693,Op2,10/05/2025 06:10 AM,Scrap
A,5369,Op2,03/13/2025 03:37 AM,Good
B,3531,Op4,12/24/2025 07:21 PM,Scrap
B,5211,Op3,12/11/2025 02:52 PM,Scrap
C,1921,Op2,04/27/2025 08:28 PM,Scrap
D,2144,Op1,01/06/2026 12:48 PM,Review
A,2797,Op4,01/28/2025 11:54 PM,Good
C,7807,Op3,07/14/2025 02:39 AM,Good
C,9057,Op3,05/14/2025 09:00 AM,Good
A,1094,Op4,11/21/2025 10:50 AM,Scrap
C,6423,Op4,02/27/2025 09:23 AM,Scrap
B,8598,Op1,09/13/2025 08:41 AM,Review
C,7091,Op3,06/15/2025 07:12 AM,Good
B,5350,Op4,07/05/2025 10:37 AM,Review
A,5650,Op1,08/04/2025 06:42 PM,Scrap
C,7338,Op3,05/05/2025 02:31 PM,Scrap
C,8860,Op4,08/16/2025 08:58 AM,Review
B,2660,Op3,02/24/2025 04:02 PM,Scrap
D,5057,Op3,10/26/2025 06:24 AM,Review
C,9431,Op3,12/16/2025 10:36 PM,Good
C,8845,Op4,01/21/2025 11:58 AM,Good
A,1102,Op2,01/07/2026 07:59 AM,Scrap
C,6393,Op2,11/21/2025 07:29 PM,Review
B,1615,Op1,06/06/2025 05:19 PM,Review
B,9700,Op2,08/28/2025 10:44 PM,Good
A,7872,Op3,08/25/2025 04:20 AM,Good
C,1832,Op2,07/12/2025 09:02 AM,Review
B,7942,Op1,06/08/2025 04:43 AM,Review
A,2074,Op3,11/15/2025 06:02 PM,Review
B,1642,Op2,04/17/2025 05:25 AM,Review
D,3484,Op1,10/22/2025 01:44 PM,Scrap
D,3290,Op1,06/20/2025 12:16 AM,Scrap
D,6775,Op3,10/17/2025 07:04 PM,Good
C,8335,Op1,06/17/2025 12:32 AM,Review
C,6185,Op4,05/26/2025 06:50 PM,Scrap
D,3268,Op2,11/10/2025 11:55 AM,Scrap
A,4656,Op2,11/10/2025 10:00 PM,Good
A,5965,Op1,06/01/2025 02:23 AM,Scrap
C,6718,Op1,02/23/2025 10:52 PM,Scrap
D,9125,Op4,07/31/2025 09:48 PM,Good
D,1906,Op4,08/01/2025 08:24 PM,Scrap
D,7980,Op1,06/24/2025 04:41 PM,Scrap
D,5187,Op3,06/06/2025 08:52 PM,Scrap
B,3152,Op2,11/20/2025 04:22 AM,Scrap
B,5013,Op2,02/06/2025 12:43 PM,Scrap
C,6855,Op3,03/15/2025 03:52 PM,Scrap
B,1471,Op1,02/25/2025 09:42 PM,Good
D,2641,Op4,06/04/2025 06:47 AM,Scrap
A,4397,Op2,12/09/2025 12:21 PM,Review
A,2253,Op2,01/25/2025 02:59 PM,Scrap
B,2757,Op2,03/23/2025 02:55 AM,Scrap
A,3790,Op2,12/13/2025 09:16 AM,Review
B,4763,Op4,11/04/2025 07:32 PM,Good
D,6540,Op4,12/20/2025 05:45 PM,Review
C,4962,Op3,12/08/2025 03:22 PM,Review
A,3693,Op1,12/25/2025 09:39 AM,Review
D,1538,Op1,01/27/2025 04:43 AM,Scrap
B,1200,Op4,04/07/2025 11:42 AM,Scrap
C,6736,Op3,01/23/2025 09:37 PM,Scrap
D,6374,Op4,02/19/2025 06:33 PM,Review
D,1405,Op3,08/04/2025 12:42 PM,Review
B,5123,Op2,04/22/2025 03:19 AM,Good
C,9765,Op4,12/12/2025 05:54 AM,Review
D,8586,Op2,08/22/2025 09:59 PM,Scrap
D,5388,Op1,11/26/2025 07:26 PM,Scrap
A,5495,Op1,04/13/2025 06:05 PM,Review
D,6233,Op2,03/09/2025 03:43 AM,Scrap
A,4979,Op2,08/23/2025 04:48 PM,Review
D,5424,Op3,11/20/2025 08:14 AM,Review
C,5889,Op1,08/07/2025 06:03 PM,Review
A,7631,Op3,06/09/2025 02:57 AM,Good
B,3977,Op3,06/07/2025 04:03 PM,Good
B,3625,Op1,02/13/2025 05:25 PM,Scrap
C,5568,Op3,05/20/2025 11:08 AM,Review
C,4950,Op1,07/24/2025 09:07 PM,Review
A,1483,Op4,05/07/2025 08:18 PM,Good
B,1365,Op1,02/07/2025 06:52 AM,Review
C,1566,Op2,04/19/2025 02:04 AM,Review
B,3520,Op4,08/11/2025 04:45 PM,Good
B,4294,Op1,02/21/2025 11:39 AM,Review
B,2852,Op1,07/26/2025 09:31 PM,Good
B,4288,Op3,02/21/2025 03:20 AM,Review
C,3404,Op2,09/19/2025 06:24 AM,Review
B,8727,Op1,06/02/2025 11:07 PM,Review
C,3558,Op3,05/23/2025 09:57 AM,Good
D,3106,Op2,04/04/2025 06:45 PM,Scrap
B,3373,Op1,11/04/2025 04:28 AM,Scrap
A,5515,Op1,06/06/2025 12:24 AM,Scrap
B,4090,Op2,10/31/2025 05:02 PM,Good
A,8065,Op4,05/07/2025 08:41 PM,Good
C,1226,Op4,07/28/2025 10:11 AM,Good
D,7967,Op1,12/09/2025 01:09 AM,Good
C,1263,Op2,01/08/2026 10:56 PM,Review
A,7093,Op4,12/23/2025 09:31 AM,Review
B,3834,Op3,01/13/2026 07:58 PM,Good
D,1612,Op3,10/23/2025 02:43 AM,Scrap
C,7058,Op4,04/22/2025 04:00 AM,Review
C,7057,Op3,05/15/2025 12:04 AM,Good
C,2216,Op2,12/19/2025 09:24 AM,Review
B,1393,Op3,05/30/2025 12:55 PM,Scrap
B,4384,Op4,02/04/2025 08:22 AM,Good
B,8645,Op1,07/30/2025 11:30 PM,Review
C,9065,Op2,10/27/2025 04:10 PM,Review
B,2162,Op4,07/20/2025 07:46 AM,Good
C,1164,Op2,11/16/2025 08:02 PM,Review
B,2568,Op1,10/27/2025 04:43 AM,Scrap
D,3648,Op4,08/13/2025 09:58 PM,Review
B,1351,Op2,01/06/2026 04:48 AM,Good
A,7883,Op4,08/24/2025 11:34 AM,Good
A,6234,Op4,01/28/2025 01:54 PM,Scrap
A,2135,Op1,09/19/2025 08:31 PM,Scrap
A,1501,Op3,06/22/2025 11:40 PM,Good
D,2758,Op3,08/14/2025 05:22 PM,Review
C,7074,Op1,07/07/2025 08:01 AM,Scrap
B,8644,Op2,04/16/2025 01:37 PM,Review
D,7052,Op1,04/25/2025 11:14 AM,Good
B,8762,Op1,03/21/2025 01:15 AM,Review
A,5784,Op2,07/26/2025 04:27 AM,Good
D,1036,Op1,05/29/2025 02:38 PM,Scrap
B,7467,Op2,04/12/2025 11:56 AM,Good
C,1637,Op4,10/30/2025 03:35 AM,Review
B,6116,Op2,08/02/2025 11:22 AM,Review
A,6274,Op4,03/21/2025 05:44 PM,Good
B,1199,Op3,03/12/2025 04:16 PM,Good
D,8608,Op4,03/25/2025 06:22 PM,Scrap
A,7088,Op3,08/07/2025 03:23 PM,Scrap
C,2969,Op1,09/21/2025 01:31 AM,Review
A,6538,Op3,06/23/2025 01:03 AM,Scrap
C,6276,Op3,07/14/2025 12:22 PM,Scrap
C,3146,Op4,11/11/2025 04:16 PM,Scrap
B,2399,Op2,12/20/2025 04:09 AM,Good
A,1564,Op3,08/27/2025 02:51 PM,Scrap
B,8806,Op2,03/09/2025 04:05 PM,Scrap
D,5204,Op2,04/24/2025 09:10 AM,Scrap
C,8498,Op2,05/16/2025 04:13 AM,Good
A,8341,Op2,12/07/2025 04:52 PM,Good
D,6510,Op1,12/18/2025 10:32 AM,Scrap
D,3311,Op4,09/11/2025 04:05 AM,Review
A,9413,Op2,09/22/2025 06:36 PM,Review
D,3542,Op2,03/19/2025 12:51 AM,Good
D,4526,Op4,09/14/2025 04:55 AM,Scrap
B,9526,Op1,09/25/2025 10:55 AM,Scrap
D,9180,Op1,10/21/2025 11:29 PM,Review
D,6520,Op4,10/09/2025 07:02 AM,Good
C,1054,Op1,07/06/2025 04:24 AM,Good
A,8307,Op2,01/20/2025 09:54 PM,Scrap
C,9312,Op4,11/18/2025 11:56 AM,Good
B,8544,Op1,05/26/2025 02:14 AM,Good
D,1242,Op1,05/04/2025 08:51 PM,Good
D,1019,Op2,06/08/2025 09:49 PM,Review
A,9394,Op1,04/07/2025 07:08 AM,Scrap
A,1572,Op1,08/23/2025 02:13 AM,Good
D,2623,Op4,12/30/2025 04:34 AM,Scrap
B,4865,Op4,10/29/2025 05:58 PM,Good
D,6471,Op1,04/23/2025 08:18 AM,Review
C,1430,Op3,12/11/2025 09:05 AM,Good
B,1435,Op1,03/03/2025 04:00 AM,Review
D,3199,Op1,11/20/2025 05:23 AM,Review
D,2306,Op4,05/30/2025 04:38 PM,Good
B,1459,Op1,04/04/2025 04:47 PM,Scrap
A,8143,Op3,04/29/2025 12:59 PM,Scrap
C,1931,Op4,10/16/2025 09:34 PM,Review
B,7664,Op1,01/04/2026 07:43 AM,Good
D,5749,Op3,11/20/2025 12:55 PM,Good
D,8347,Op1,05/05/2025 08:53 AM,Scrap
A,5298,Op4,02/28/2025 02:02 AM,Scrap
A,2222,Op3,07/09/2025 11:13 AM,Scrap
A,6321,Op1,12/08/2025 01:33 AM,Scrap
A,1265,Op1,01/07/2026 04:54 PM,Good
D,5978,Op4,05/10/2025 03:58 AM,Good
B,4176,Op1,05/11/2025 08:12 PM,Good
C,5019,Op3,01/28/2025 06:06 PM,Good
B,4214,Op3,11/04/2025 08:19 PM,Review
D,6198,Op2,08/26/2025 03:22 AM,Good
A,7408,Op1,02/20/2025 05:30 AM,Review
C,9681,Op3,03/26/2025 04:48 AM,Scrap
A,6364,Op1,03/14/2025 12:59 PM,Good
D,4177,Op1,02/15/2025 09:44 PM,Scrap
A,7185,Op3,01/05/2026 09:09 PM,Scrap
B,2225,Op3,05/19/2025 03:02 AM,Good
B,9126,Op1,04/23/2025 09:58 PM,Review
A,1342,Op3,03/19/2025 02:36 PM,Scrap
C,3115,Op2,06/07/2025 06:55 PM,Scrap
B,3273,Op4,07/09/2025 12:00 AM,Good
D,3289,Op1,03/29/2025 03:14 AM,Scrap
B,1908,Op4,09/22/2025 05:01 PM,Good
C,1940,Op4,08/11/2025 05:18 AM,Scrap
B,7925,Op2,04/06/2025 10:32 PM,Review
C,3760,Op2,10/27/2025 12:12 PM,Scrap
A,9619,Op4,05/10/2025 08:11 PM,Review
D,8429,Op2,06/19/2025 02:55 PM,Scrap
D,7589,Op1,01/21/2025 09:19 AM,Review
